# N2 enrichment batch 8 (701~800)
	いじる	만지다	동사	관용 동사	髪をいじる癖がある。	머리를 만지는 버릇이 있다.	スマホをいじっている。	스마트폰을 만지작거리고 있다.
触る	さわる	만지다	동사	触(닿을 촉)	展示品に触らないでください。	전시품을 만지지 마세요.	柔らかい布に触る。	부드러운 천을 만진다.
失望する	しつぼうする	실망하다	동사	失 + 望	結果に失望した。	결과에 실망했다.	彼の発言に失望した。	그의 발언에 실망했다.
	とりかかる	착수하다	동사	관용 동사	新しいプロジェクトにとりかかる。	새 프로젝트에 착수한다.	早めに作業にとりかかった。	빨리 작업에 착수했다.
仕事を始める	しごとをはじめる	일을 시작하다	관용구	仕事 + 始める	朝早く仕事を始める。	아침 일찍 일을 시작한다.	新しい仕事を始める日だ。	새 일을 시작하는 날이다.
人柄	ひとがら	인품	명사	人 + 柄	彼は人柄が良い。	그는 인품이 좋다.	人柄が信頼を生む。	인품이 신뢰를 낳는다.
性格	せいかく	성격	명사	性 + 格	彼女は明るい性格だ。	그녀는 밝은 성격이다.	性格が合う友人だ。	성격이 맞는 친구다.
案の定	あんのじょう	아니나 다를까	부사	案 + 定	案の定、雨が降った。	아니나 다를까 비가 왔다.	案の定彼は遅刻した。	아니나 다를까 그는 지각했다.
	やっぱり	역시	부사	관용 부사	やっぱり君が正しい。	역시 네가 맞다.	やっぱり手作りは美味しい。	역시 수제는 맛있다.
	くるむ	감싸다	동사	관용 동사	赤ちゃんを毛布でくるんだ。	아기를 담요로 감쌌다.	お弁当をハンカチでくるむ。	도시락을 손수건으로 감싼다.
包む	つつむ	싸다	동사	包(쌀 포)	プレゼントを包んだ。	선물을 포장했다.	マフラーで首を包む。	목도리로 목을 감싼다.
最寄り	もより	가장 가까움	명사	最 + 寄り	最寄りの駅まで歩く。	가장 가까운 역까지 걷는다.	最寄りのコンビニで買い物した。	가장 가까운 편의점에서 쇼핑했다.
一番近い	いちばんちかい	가장 가깝다	관용구	一番 + 近い	一番近い病院を探した。	가장 가까운 병원을 찾았다.	駅から一番近いホテルだ。	역에서 가장 가까운 호텔이다.
	レンタル	렌탈, 대여	명사	외래어 (rental)	自転車のレンタルを利用した。	자전거 대여를 이용했다.	レンタル料金を支払った。	렌탈 요금을 지불했다.
指図	さしず	지시	명사	指 + 図	上司の指図に従う。	상사의 지시에 따른다.	細かい指図はしない。	세세한 지시는 하지 않는다.
命令	めいれい	명령	명사	命 + 令	軍人は命令に従う。	군인은 명령에 따른다.	命令を出した。	명령을 내렸다.
欠かせない	かかせない	빠뜨릴 수 없다	관용구	欠かす + ない	彼は欠かせないメンバーだ。	그는 없어서는 안 될 멤버다.	毎朝のコーヒーは欠かせない。	매일 아침의 커피는 빠뜨릴 수 없다.
ないと困る	ないとこまる	없으면 곤란하다	관용구	ない + 困る	辞書がないと困る。	사전이 없으면 곤란하다.	車がないと困る生活だ。	차가 없으면 곤란한 생활이다.
依然	いぜん	여전히	명사	依 + 然	依然として状況は厳しい。	여전히 상황은 어렵다.	依然連絡がない。	여전히 연락이 없다.
	まだ	아직	부사	관용 부사	まだ完成していない。	아직 완성되지 않았다.	まだ時間がある。	아직 시간이 있다.
再三	さいさん	여러 번	부사	再 + 三	再三お願いしている。	여러 번 부탁하고 있다.	再三注意したのに直らない。	여러 번 주의했는데도 고쳐지지 않는다.
	でたらめ	엉터리	명사	관용 명사	でたらめな話を信じてしまった。	엉터리 이야기를 믿어 버렸다.	でたらめな計算をした。	엉터리 계산을 했다.
	うそ	거짓말	명사	관용 명사	彼はうそをつかない。	그는 거짓말을 하지 않는다.	うそが平気な人は信用できない。	거짓말을 태연히 하는 사람은 신뢰할 수 없다.
勘定	かんじょう	지불, 계산	명사	勘 + 定	勘定を済ませて店を出た。	계산을 마치고 가게를 나왔다.	勘定が合わない。	계산이 맞지 않는다.
会計	かいけい	회계, 계산	명사	会 + 計	お会計をお願いします。	계산 부탁드립니다.	会計部門で働いている。	회계 부서에서 일하고 있다.
	さわがしい	시끄럽다	い형용사	관용 형용사	教室がさわがしい。	교실이 시끄럽다.	駅前はさわがしい。	역 앞은 시끄럽다.
書籍	しょせき	서적	명사	書 + 籍	専門書籍を購入した。	전문 서적을 구입했다.	書籍販売サイトを利用した。	서적 판매 사이트를 이용했다.
本	ほん	책	명사	本(근본 본)	新しい本を買った。	새 책을 샀다.	毎晩本を読んでいる。	매일 밤 책을 읽고 있다.
すっかり変わる	すっかりかわる	완전히 바뀌다	관용구	すっかり + 変わる	街並みがすっかり変わった。	거리 풍경이 완전히 바뀌었다.	彼の人柄がすっかり変わった。	그의 인품이 완전히 바뀌었다.
	とがる	뾰족해지다	동사	관용 동사	鉛筆の先がとがった。	연필 끝이 뾰족해졌다.	彼の言葉がとがってきた。	그의 말이 날카로워졌다.
細くなる	ほそくなる	가늘어지다	관용구	細い + なる	紐が細くなった。	끈이 가늘어졌다.	彼女は細くなった。	그녀는 날씬해졌다.
	くだらない	시시하다	い형용사	관용 형용사	くだらない冗談だ。	시시한 농담이다.	くだらない話で時間を潰した。	시시한 이야기로 시간을 보냈다.
価値がない	かちがない	가치가 없다	관용구	価値 + ない	古い切手は価値がない。	낡은 우표는 가치가 없다.	時間を無駄にする価値がない。	시간을 낭비할 가치가 없다.
惜しい	おしい	아깝다	い형용사	惜(아낄 석)	あと一歩で惜しかった。	한 발짝 차이로 아쉬웠다.	時間が惜しい。	시간이 아깝다.
	もったいない	아깝다	い형용사	관용 형용사	食べ物を捨てるのはもったいない。	음식을 버리는 것은 아깝다.	時間がもったいない。	시간이 아깝다.
概要	がいよう	개요	명사	概 + 要	計画の概要を説明した。	계획의 개요를 설명했다.	事件の概要を伝えた。	사건의 개요를 전했다.
大体の内容	だいたいのないよう	대체적인 내용	관용구	大体 + 内容	大体の内容は把握した。	대체적인 내용은 파악했다.	大体の内容を要約した。	대체적인 내용을 요약했다.
油断している	ゆだんしている	방심하고 있다	관용구	油断 + する	最近、油断している様子だ。	최근 방심하고 있는 모습이다.	試験前なのに油断している。	시험 전인데 방심하고 있다.
気を付けていない	きをつけていない	조심하지 않는다	관용구	気を付ける 부정	彼は健康に気を付けていない。	그는 건강에 신경 쓰지 않는다.	足元に気を付けていないと転ぶ。	발밑을 조심하지 않으면 넘어진다.
各自	かくじ	각자	명사	各 + 自	各自で準備してください。	각자 준비해 주세요.	各自の意見を述べた。	각자의 의견을 말했다.
一人一人	ひとりひとり人	한사람 한사람	부사	一人 + 一人	一人一人に丁寧に対応する。	한 사람 한 사람에게 정중히 대응한다.	一人一人の声を大切にする。	한 사람 한 사람의 목소리를 소중히 한다.
深刻な	しんこくな	심각한	な형용사	深 + 刻	深刻な問題に直面した。	심각한 문제에 직면했다.	彼は深刻な表情をしていた。	그는 심각한 표정을 짓고 있었다.
重大な	じゅうだいな	중대한	な형용사	重 + 大	重大な責任を負う。	중대한 책임을 진다.	重大な決断を下した。	중대한 결단을 내렸다.
同僚	どうりょう	동료	명사	同 + 僚	同僚と昼食を取った。	동료와 점심을 먹었다.	彼は信頼できる同僚だ。	그는 신뢰할 수 있는 동료다.
同じ会社の人	おなじかいしゃのひと	같은 회사 사람	관용구	同じ + 会社 + 人	彼は同じ会社の人だ。	그는 같은 회사 사람이다.	同じ会社の人と旅行に行った。	같은 회사 사람과 여행에 갔다.
	おおよそ	대략	부사	관용 부사	おおよそ三十分かかる。	대략 30분 걸린다.	おおよその金額を見積もった。	대략적인 금액을 견적냈다.
大体	だいたい	대충	부사	大 + 体	大体の場所は分かる。	대충의 장소는 안다.	大体の予定を伝えた。	대체적인 예정을 전했다.
	マナー	매너, 예의	명사	외래어 (manner)	テーブルマナーを学んだ。	테이블 매너를 배웠다.	マナーが良い人は好かれる。	매너가 좋은 사람은 호감을 산다.
行儀	ぎょうぎ	예의, 예절	명사	行 + 儀	子供に行儀を教える。	아이에게 예절을 가르친다.	行儀よく食事する。	예의 바르게 식사한다.
	いばる	뽐내다	동사	威張る	彼は地位をいばる。	그는 지위를 뽐낸다.	いばる態度は嫌われる。	뽐내는 태도는 미움받는다.
偉そうな	えらそうな	잘난 체하는	な형용사	偉 + そう	彼は偉そうな態度を取る。	그는 잘난 체하는 태도를 취한다.	偉そうな口を聞く人は嫌だ。	잘난 체하는 말투를 쓰는 사람은 싫다.
収納	しゅうのう	수납	명사	収 + 納	収納スペースを増やした。	수납 공간을 늘렸다.	収納家具を購入した。	수납 가구를 구입했다.
しまう	しまう	(물건  등을)넣다	동사	관용 동사	服をクローゼットにしまう。	옷을 옷장에 넣는다.	大切なものは金庫にしまう。	중요한 것은 금고에 넣는다.
修正する	しゅうせいする	수정하다	동사	修 + 正	報告書を修正した。	보고서를 수정했다.	設計を修正する必要がある。	설계를 수정할 필요가 있다.
直す	なおす	고치다	동사	直(곧을 직)	壊れた時計を直した。	망가진 시계를 고쳤다.	悪い癖を直したい。	나쁜 버릇을 고치고 싶다.
次第に	しだいに	점차, 점점	부사	次 + 第	次第に春らしくなってきた。	점차 봄다워지고 있다.	次第に話が広まった。	점차 이야기가 퍼졌다.
	はげる	벗겨지다	동사	관용 동사	ペンキがはげてきた。	페인트가 벗겨지기 시작했다.	看板の色がはげる。	간판 색이 벗겨진다.
取れる	とれる	떨어지다	동사	取 + れる	ボタンが取れた。	단추가 떨어졌다.	シミが取れない。	얼룩이 빠지지 않는다.
	しぐさ	행위	명사	관용 명사	彼のしぐさが愛らしい。	그의 행동이 사랑스럽다.	子供のしぐさを観察する。	아이의 동작을 관찰한다.
動作	どうさ	동작	명사	動 + 作	彼の動作は機敏だ。	그의 동작은 민첩하다.	動作確認をしてください。	동작 확인을 해 주세요.
取材	しゅざい	취재	명사	取 + 材	新聞記者が取材に来た。	신문 기자가 취재하러 왔다.	現場で取材を行った。	현장에서 취재를 진행했다.
外す	はずす	떼어 내다, 밖으로 빼내다	동사	外(바깥 외)	眼鏡を外して休む。	안경을 벗고 쉰다.	席を一時的に外す。	자리를 잠시 비운다.
	きっかけ	계기	명사	관용 명사	旅行がきっかけで結婚した。	여행이 계기로 결혼했다.	きっかけがあれば挑戦したい。	계기가 있으면 도전하고 싶다.
注目	ちゅうもく	주목	명사	注 + 目	彼の発表に注目が集まった。	그의 발표에 주목이 모였다.	新製品が注目を浴びている。	신제품이 주목받고 있다.
外見	がいけん	외관, 겉보기	명사	外 + 見	外見だけで人を判断するな。	외모만으로 사람을 판단하지 마.	外見にこだわる必要はない。	외관에 집착할 필요는 없다.
保つ	たもつ	유지하다, 보존하다	동사	保(보전할 보)	健康を保つために運動する。	건강을 유지하기 위해 운동한다.	良い関係を保ちたい。	좋은 관계를 유지하고 싶다.
方針	ほうしん	방침	명사	方 + 針	会社の方針を決めた。	회사 방침을 정했다.	新しい方針を発表した。	새 방침을 발표했다.
範囲	はんい	범위	명사	範 + 囲	試験の範囲が広い。	시험의 범위가 넓다.	責任の範囲を明確にする。	책임의 범위를 명확히 한다.
	せめて	적어도, 하다못해	부사	관용 부사	せめて連絡してほしかった。	적어도 연락해 줬으면 했다.	せめて一度は会いたい。	하다못해 한 번은 만나고 싶다.
